method,city,cluster,listing_id,price,latitude,longitude,accommodates,minimum_nights,maximum_nights,number_of_reviews,availability_365,reviews_total,reviews_last_365d,calendar_avg_price,calendar_median_price,calendar_availability_rate,calendar_days_sampled,log_price,price_per_person,amenities_count,review_density,reviews_per_month,demand_score,listing_count,neighbourhood
gmm,chicago,7,1.031722201658015e+18,175.92848101265824,41.882713718728255,-87.64935275376851,3.2373417721518987,27.15253164556962,631.2196202531645,0.289873417721519,200.64493670886077,0.289873417721519,0.17215189873417722,201.0952380952381,201.0952380952381,0.4932238095238095,365.0,4.940869042471906,64.3198959154418,32.879113924050635,0.007069646804941634,0.014345991561181428,0.13522682486817778,1580,
kmeans,nashville,0,7.860102809613228e+17,211.10657938905672,36.16518203297459,-86.77162616501575,7.710473313192346,5.666330983551528,443.06730446458545,49.9253105068815,314.7039274924471,49.9253105068815,15.635615978516281,206.97364887546158,206.97364887546158,0.8622020140986909,365.0,5.187448063796602,32.08351598165923,46.90248405505203,0.16736250001023822,1.30296799820969,0.05119588652296143,5958,
kmeans,nashville,1,4.87841277914114e+16,149.34392735527808,36.16224451888631,-86.76738887901426,5.095346197502837,1.909194097616345,506.7185017026107,409.4676503972758,244.316685584563,409.4676503972758,52.27809307604994,147.90919409761634,147.90919409761634,0.6710584562996594,365.0,4.920689901423398,35.1554888924923,46.3427922814983,4.336266352471851,4.356507756337495,0.15337980412452698,881,
kmeans,nashville,2,6.905254421098129e+17,148.97141722905914,36.16715070503902,-86.75689175871457,5.303294958316792,9.206034140531957,426.2012703453751,50.02500992457324,97.06867804684398,50.02500992457324,13.230647082175466,147.90393013100436,147.90393013100436,0.2687676458912267,365.0003969829297,4.886272101062866,35.023893772519216,40.63676061929337,1.6151281737120446,1.102553923514622,0.229239052702211,2519,
dbscan,nashville,-1,7.184454026035852e+17,178.37771975630983,36.16304946559987,-86.72885357718654,5.38207136640557,15.32550043516101,435.1279373368146,57.72236727589208,242.59791122715404,57.72236727589208,10.912097476066144,179.34116623150567,179.34116623150567,0.6654151436031331,365.0,4.844862477746585,37.073445241297726,40.969538729329855,0.8965341930657964,0.9093414563388453,0.10948628576314373,1149,
dbscan,nashville,0,6.861755338709816e+17,190.60419220397156,36.16556819628018,-86.7730510048085,7.035915665604315,4.927923510664378,446.0425349350331,87.73437116940427,250.48798725177738,87.73437116940427,19.544005883795048,186.96555528315764,186.96555528315764,0.6872165604314784,365.0001225790635,5.118524045882425,32.60858923583703,45.742461387595,0.9220093221293887,1.6286671569829205,0.10865728606148257,8158,
dbscan,nashville,1,5.912870091800666e+17,107.81818181818181,36.044092519973724,-86.72231421677918,3.272727272727273,19.545454545454547,162.8181818181818,39.63636363636363,226.45454545454547,39.63636363636363,6.454545454545454,107.81818181818181,107.81818181818181,0.6204181818181819,365.0,4.672790659316645,58.2689393939394,56.18181818181818,0.28764117364641206,0.5378787878787878,0.11960750126020653,11,
dbscan,nashville,2,8.63538796321871e+17,120.13333333333334,36.24540518534502,-86.63708526607361,6.6,7.733333333333333,545.2,13.466666666666667,319.53333333333336,13.466666666666667,10.6,120.13333333333334,120.13333333333334,0.8754333333333333,365.0,4.775376790771493,21.665740740740738,41.46666666666667,0.04294127170206953,0.8833333333333333,0.04226803490973573,15,
dbscan,nashville,3,6.874426566974838e+17,90.07692307692308,36.27742051111345,-86.70733687922176,3.923076923076923,10.153846153846153,428.0,114.07692307692308,207.6153846153846,114.07692307692308,24.846153846153847,90.07692307692308,90.07692307692308,0.5688,365.0,4.484716464476266,28.08141025641026,42.07692307692308,0.8535654150745936,2.0705128205128203,0.14806147466927488,13,
dbscan,nashville,4,1.1461577277124054e+18,45.0,36.193571351871675,-86.77738846307138,1.5,29.833333333333332,458.75,2.3333333333333335,213.0,2.3333333333333335,0.9166666666666666,45.0,45.0,0.58355,365.0,3.788664453302426,33.458333333333336,50.75,0.012728290900428976,0.07638888888888887,0.12545740456218,12,
